交易 #,类型,日期和时间,信号,价格 USD,仓位大小（数量）,仓位大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
336,多头出场,2024-05-15 13:02,✅移动止盈,2367.73,1,2348.28,19.45,0.83,26.05,1.11,-1.9,-0.08,257.01,2.57
336,多头进场,2024-05-14 16:02,①挂多,2348.28,1,2348.28,19.45,0.83,26.05,1.11,-1.9,-0.08,257.01,2.57
337,空头出场,2024-05-16 10:02,✅移动止盈,2387.3,1,2386.6,-0.7,-0.03,0.08,0.00,-0.7,-0.03,256.31,2.56
337,空头进场,2024-05-16 09:02,①挂空,2386.6,1,2386.6,-0.7,-0.03,0.08,0.00,-0.7,-0.03,256.31,2.56
338,空头出场,2024-05-16 12:02,✅移动止盈,2386.76,1,2386.6,-0.16,-0.01,1.16,0.05,-0.18,-0.01,256.15,2.56
338,空头进场,2024-05-16 11:02,①挂空,2386.6,1,2386.6,-0.16,-0.01,1.16,0.05,-0.18,-0.01,256.15,2.56
339,多头出场,2024-05-17 18:02,✅移动止盈,2404.53,1,2391.45,13.08,0.55,27.71,1.16,0,0.00,269.23,2.69
339,多头进场,2024-05-17 15:02,①挂多,2391.45,1,2391.45,13.08,0.55,27.71,1.16,0,0.00,269.23,2.69
340,空头出场,2024-05-21 07:02,✅移动止盈,2413.21,1,2407.39,-5.82,-0.24,1.12,0.05,-6.22,-0.26,263.41,2.63
340,空头进场,2024-05-21 06:02,①挂空,2407.39,1,2407.39,-5.82,-0.24,1.12,0.05,-6.22,-0.26,263.41,2.63
341,空头出场,2024-05-22 15:02,✅移动止盈,2410.62,1,2407.39,-3.23,-0.13,2.6,0.11,-3.3,-0.14,260.18,2.60
341,空头进场,2024-05-22 14:02,①挂空,2407.39,1,2407.39,-3.23,-0.13,2.6,0.11,-3.3,-0.14,260.18,2.60
342,空头出场,2024-05-22 17:02,✅移动止盈,2409.82,1,2407.39,-2.43,-0.10,1.53,0.06,-2.43,-0.10,257.75,2.58
342,空头进场,2024-05-22 16:02,①挂空,2407.39,1,2407.39,-2.43,-0.10,1.53,0.06,-2.43,-0.10,257.75,2.58
343,空头出场,2024-05-24 06:02,✅移动止盈,2330.17,1,2327.03,-3.14,-0.13,1.6,0.07,-3.15,-0.14,254.61,2.55
343,空头进场,2024-05-24 05:02,①挂空,2327.03,1,2327.03,-3.14,-0.13,1.6,0.07,-3.15,-0.14,254.61,2.55
344,多头出场,2024-06-03 08:02,❌止损,2317.21,1,2350.13,-32.92,-1.40,13.93,0.59,-32.92,-1.40,221.69,2.22
344,多头进场,2024-05-27 16:02,①挂多,2350.13,1,2350.13,-32.92,-1.40,13.93,0.59,-32.92,-1.40,221.69,2.22
345,空头出场,2024-06-04 17:02,✅移动止盈,2330.23,1,2324.36,-5.87,-0.25,2.15,0.09,-6.16,-0.27,215.82,2.16
345,空头进场,2024-06-04 16:02,①挂空,2324.36,1,2324.36,-5.87,-0.25,2.15,0.09,-6.16,-0.27,215.82,2.16
346,多头出场,2024-06-06 12:02,✅移动止盈,2359.42,1,2337.99,21.43,0.92,36.99,1.58,-9.86,-0.42,237.25,2.37
346,多头进场,2024-06-05 07:02,①挂多,2337.99,1,2337.99,21.43,0.92,36.99,1.58,-9.86,-0.42,237.25,2.37
347,空头出场,2024-06-07 14:02,✅移动止盈,2338.94,1,2369.46,30.52,1.29,38.47,1.62,0,0.00,267.77,2.68
347,空头进场,2024-06-07 11:02,①挂空,2369.46,1,2369.46,30.52,1.29,38.47,1.62,0,0.00,267.77,2.68
348,多头出场,2024-07-08 18:02,✅移动止盈,2356.22,1,2339.4,16.82,0.72,53.56,2.29,-45.74,-1.96,284.59,2.85
348,多头进场,2024-06-12 15:02,①挂多,2339.4,1,2339.4,16.82,0.72,53.56,2.29,-45.74,-1.96,284.59,2.85
349,多头出场,2024-07-12 05:02,✅移动止盈,2406.9,1,2379.58,27.32,1.15,45,1.89,-9.6,-0.40,311.91,3.12
349,多头进场,2024-07-10 15:02,①挂多,2379.58,1,2379.58,27.32,1.15,45,1.89,-9.6,-0.40,311.91,3.12
350,多头出场,2024-07-15 20:02,✅移动止盈,2427.6,1,2409.21,18.39,0.76,30.57,1.27,-7.84,-0.33,330.3,3.30
350,多头进场,2024-07-12 18:02,①挂多,2409.21,1,2409.21,18.39,0.76,30.57,1.27,-7.84,-0.33,330.3,3.30
351,多头出场,2024-07-17 05:02,✅移动止盈,2471.71,1,2439.78,31.93,1.31,42.64,1.75,-10.3,-0.42,362.23,3.62
351,多头进场,2024-07-16 12:02,①挂多,2439.78,1,2439.78,31.93,1.31,42.64,1.75,-10.3,-0.42,362.23,3.62
352,多头出场,2024-07-17 18:02,❌止损,2460.04,1,2478.95,-18.91,-0.76,4.73,0.19,-18.91,-0.76,343.32,3.43
352,多头进场,2024-07-17 16:02,①挂多,2478.95,1,2478.95,-18.91,-0.76,4.73,0.19,-18.91,-0.76,343.32,3.43
353,空头出场,2024-07-18 20:02,✅移动止盈,2455.72,1,2457.41,1.69,0.07,1.82,0.07,-4.72,-0.19,345.01,3.45
353,空头进场,2024-07-18 19:02,①挂空,2457.41,1,2457.41,1.69,0.07,1.82,0.07,-4.72,-0.19,345.01,3.45
354,空头出场,2024-07-22 17:02,✅移动止盈,2392,1,2395.69,3.69,0.15,4.29,0.18,0,0.00,348.7,3.49
354,空头进场,2024-07-22 16:02,①挂空,2395.69,1,2395.69,3.69,0.15,4.29,0.18,0,0.00,348.7,3.49
355,多头出场,2024-07-24 19:02,✅移动止盈,2419.64,1,2412.06,7.58,0.31,19.96,0.83,-4.7,-0.19,356.28,3.56
355,多头进场,2024-07-24 04:02,①挂多,2412.06,1,2412.06,7.58,0.31,19.96,0.83,-4.7,-0.19,356.28,3.56
356,空头出场,2024-07-25 11:02,✅移动止盈,2374.98,1,2366.79,-8.19,-0.35,0.92,0.04,-10.76,-0.45,348.09,3.48
356,空头进场,2024-07-25 10:02,①挂空,2366.79,1,2366.79,-8.19,-0.35,0.92,0.04,-10.76,-0.45,348.09,3.48
357,空头出场,2024-07-25 17:02,✅移动止盈,2364.79,1,2366.79,2,0.08,4.62,0.20,0,0.00,350.09,3.50
357,空头进场,2024-07-25 16:02,①挂空,2366.79,1,2366.79,2,0.08,4.62,0.20,0,0.00,350.09,3.50
358,多头出场,2024-07-29 15:02,✅移动止盈,2386.88,1,2379.36,7.52,0.32,23.78,1.00,0,0.00,357.61,3.58
358,多头进场,2024-07-26 16:02,①挂多,2379.36,1,2379.36,7.52,0.32,23.78,1.00,0,0.00,357.61,3.58
359,多头出场,2024-08-01 05:02,✅移动止盈,2444.84,1,2395.42,49.42,2.06,63.01,2.63,-11.96,-0.50,407.03,4.07
359,多头进场,2024-07-30 16:02,①挂多,2395.42,1,2395.42,49.42,2.06,63.01,2.63,-11.96,-0.50,407.03,4.07
360,空头出场,2024-08-01 12:02,✅移动止盈,2433.25,1,2437.41,4.16,0.17,4.18,0.17,0,0.00,411.19,4.11
360,空头进场,2024-08-01 11:02,①挂空,2437.41,1,2437.41,4.16,0.17,4.18,0.17,0,0.00,411.19,4.11
361,多头出场,2024-08-05 13:02,❌止损,2409.71,1,2462.31,-52.6,-2.14,15.41,0.63,-52.6,-2.14,358.59,3.59
361,多头进场,2024-08-02 08:02,①挂多,2462.31,1,2462.31,-52.6,-2.14,15.41,0.63,-52.6,-2.14,358.59,3.59
362,多头出场,2024-08-13 04:02,✅移动止盈,2465.25,1,2407.06,58.19,2.42,69.91,2.90,-4.7,-0.20,416.78,4.17
362,多头进场,2024-08-08 14:02,①挂多,2407.06,1,2407.06,58.19,2.42,69.91,2.90,-4.7,-0.20,416.78,4.17
363,空头出场,2024-08-14 06:02,✅移动止盈,2459.28,1,2458.95,-0.33,-0.01,3.53,0.14,-0.34,-0.01,416.45,4.16
363,空头进场,2024-08-14 05:02,①挂空,2458.95,1,2458.95,-0.33,-0.01,3.53,0.14,-0.34,-0.01,416.45,4.16
364,多头出场,2024-08-14 16:02,❌止损,2450.6,1,2475.63,-25.03,-1.01,4.39,0.18,-25.03,-1.01,391.42,3.91
364,多头进场,2024-08-14 11:02,①挂多,2475.63,1,2475.63,-25.03,-1.01,4.39,0.18,-25.03,-1.01,391.42,3.91
365,多头出场,2024-08-20 17:02,✅移动止盈,2521.8,1,2500.14,21.66,0.87,31.58,1.26,-14.47,-0.58,413.08,4.13
365,多头进场,2024-08-16 20:02,①挂多,2500.14,1,2500.14,21.66,0.87,31.58,1.26,-14.47,-0.58,413.08,4.13
366,空头出场,2024-08-21 17:02,✅移动止盈,2498.47,1,2500.9,2.43,0.10,6.87,0.27,0,0.00,415.51,4.16
366,空头进场,2024-08-21 16:02,①挂空,2500.9,1,2500.9,2.43,0.10,6.87,0.27,0,0.00,415.51,4.16
367,空头出场,2024-08-22 06:02,✅移动止盈,2502.26,1,2500.9,-1.36,-0.05,0.91,0.04,-1.36,-0.05,414.15,4.14
367,空头进场,2024-08-22 05:02,①挂空,2500.9,1,2500.9,-1.36,-0.05,0.91,0.04,-1.36,-0.05,414.15,4.14
368,空头出场,2024-08-22 15:02,✅移动止盈,2499.86,1,2500.9,1.04,0.04,2.84,0.11,0,0.00,415.19,4.15
368,空头进场,2024-08-22 14:02,①挂空,2500.9,1,2500.9,1.04,0.04,2.84,0.11,0,0.00,415.19,4.15
369,多头出场,2024-09-17 13:02,✅移动止盈,2570.32,1,2509.12,61.2,2.44,80.56,3.21,-37.19,-1.48,476.39,4.76
369,多头进场,2024-08-23 17:02,①挂多,2509.12,1,2509.12,61.2,2.44,80.56,3.21,-37.19,-1.48,476.39,4.76
370,空头出场,2024-09-17 19:02,✅移动止盈,2563.86,1,2568.41,4.55,0.18,6.58,0.26,0,0.00,480.94,4.81
370,空头进场,2024-09-17 18:02,①挂空,2568.41,1,2568.41,4.55,0.18,6.58,0.26,0,0.00,480.94,4.81
371,多头出场,2024-09-18 22:02,✅移动止盈,2566.07,1,2582.26,-16.19,-0.63,17.9,0.69,-17.83,-0.69,464.75,4.65
371,多头进场,2024-09-18 20:02,①挂多,2582.26,1,2582.26,-16.19,-0.63,17.9,0.69,-17.83,-0.69,464.75,4.65
372,多头出场,2024-09-24 03:02,✅移动止盈,2624.75,1,2619.38,5.37,0.21,15.5,0.59,-5.46,-0.21,470.12,4.70
372,多头进场,2024-09-20 18:02,①挂多,2619.38,1,2619.38,5.37,0.21,15.5,0.59,-5.46,-0.21,470.12,4.70
373,多头出场,2024-09-24 23:02,✅移动止盈,2656.8,1,2640.09,16.71,0.63,24.3,0.92,-0.25,-0.01,486.83,4.87
373,多头进场,2024-09-24 17:02,①挂多,2640.09,1,2640.09,16.71,0.63,24.3,0.92,-0.25,-0.01,486.83,4.87
374,多头出场,2024-09-25 06:02,✅移动止盈,2666.71,1,2664.39,2.32,0.09,6.13,0.23,0,0.00,489.15,4.89
374,多头进场,2024-09-25 05:02,①挂多,2664.39,1,2664.39,2.32,0.09,6.13,0.23,0,0.00,489.15,4.89
375,多头出场,2024-09-26 15:02,✅移动止盈,2676.12,1,2667.47,8.65,0.32,18.1,0.68,-0.48,-0.02,497.8,4.98
375,多头进场,2024-09-26 11:02,①挂多,2667.47,1,2667.47,8.65,0.32,18.1,0.68,-0.48,-0.02,497.8,4.98
376,空头出场,2024-09-27 18:02,✅移动止盈,2650.35,1,2654.84,4.49,0.17,5.7,0.21,0,0.00,502.29,5.02
376,空头进场,2024-09-27 17:02,①挂空,2654.84,1,2654.84,4.49,0.17,5.7,0.21,0,0.00,502.29,5.02
377,空头出场,2024-09-30 23:02,✅移动止盈,2631.94,1,2628.92,-3.02,-0.11,2.39,0.09,-3.02,-0.11,499.27,4.99
377,空头进场,2024-09-30 22:02,①挂空,2628.92,1,2628.92,-3.02,-0.11,2.39,0.09,-3.02,-0.11,499.27,4.99
378,多头出场,2024-10-04 15:02,❌止损,2633.14,1,2671.82,-38.68,-1.45,1.28,0.05,-38.68,-1.45,460.59,4.61
378,多头进场,2024-10-01 19:02,①挂多,2671.82,1,2671.82,-38.68,-1.45,1.28,0.05,-38.68,-1.45,460.59,4.61
379,空头出场,2024-10-08 11:02,✅移动止盈,2634.39,1,2632.06,-2.33,-0.09,0.82,0.03,-6.5,-0.25,458.26,4.58
379,空头进场,2024-10-08 10:02,①挂空,2632.06,1,2632.06,-2.33,-0.09,0.82,0.03,-6.5,-0.25,458.26,4.58
380,空头出场,2024-10-08 18:02,✅移动止盈,2617.56,1,2632.06,14.5,0.55,15,0.57,0,0.00,472.76,4.73
380,空头进场,2024-10-08 17:02,①挂空,2632.06,1,2632.06,14.5,0.55,15,0.57,0,0.00,472.76,4.73
381,多头出场,2024-10-14 01:02,✅移动止盈,2646.48,1,2623.65,22.83,0.87,37.8,1.44,-19.16,-0.73,495.59,4.96
381,多头进场,2024-10-09 08:02,①挂多,2623.65,1,2623.65,22.83,0.87,37.8,1.44,-19.16,-0.73,495.59,4.96
382,空头出场,2024-10-15 08:02,✅移动止盈,2643.38,1,2643.2,-0.18,-0.01,0.18,0.01,-0.21,-0.01,495.41,4.95
382,空头进场,2024-10-15 07:02,①挂空,2643.2,1,2643.2,-0.18,-0.01,0.18,0.01,-0.21,-0.01,495.41,4.95
383,多头出场,2024-10-16 13:02,✅移动止盈,2677.32,1,2670.08,7.24,0.27,12.64,0.47,0,0.00,502.65,5.03
383,多头进场,2024-10-16 09:02,①挂多,2670.08,1,2670.08,7.24,0.27,12.64,0.47,0,0.00,502.65,5.03
384,多头出场,2024-10-17 15:02,❌止损,2673.57,1,2684.91,-11.34,-0.42,3.89,0.14,-11.34,-0.42,491.31,4.91
384,多头进场,2024-10-17 09:02,①挂多,2684.91,1,2684.91,-11.34,-0.42,3.89,0.14,-11.34,-0.42,491.31,4.91
385,多头出场,2024-10-18 18:02,✅移动止盈,2714.56,1,2712.46,2.1,0.08,7.72,0.28,-7.48,-0.28,493.41,4.93
385,多头进场,2024-10-18 14:02,①挂多,2712.46,1,2712.46,2.1,0.08,7.72,0.28,-7.48,-0.28,493.41,4.93
386,多头出场,2024-10-22 17:02,✅移动止盈,2735.87,1,2732.82,3.05,0.11,9.24,0.34,-18.57,-0.68,496.46,4.96
386,多头进场,2024-10-21 11:02,①挂多,2732.82,1,2732.82,3.05,0.11,9.24,0.34,-18.57,-0.68,496.46,4.96
387,多头出场,2024-10-23 17:02,❌止损,2724.73,1,2748.9,-24.17,-0.88,9.55,0.35,-24.17,-0.88,472.29,4.72
387,多头进场,2024-10-23 07:02,①挂多,2748.9,1,2748.9,-24.17,-0.88,9.55,0.35,-24.17,-0.88,472.29,4.72
388,多头出场,2024-10-24 16:02,✅移动止盈,2732.61,1,2723.32,9.29,0.34,19.94,0.73,-3.03,-0.11,481.58,4.82
388,多头进场,2024-10-24 05:02,①挂多,2723.32,1,2723.32,9.29,0.34,19.94,0.73,-3.03,-0.11,481.58,4.82
389,空头出场,2024-10-25 12:02,✅移动止盈,2719.19,1,2722.51,3.32,0.12,3.58,0.13,0,0.00,484.9,4.85
389,空头进场,2024-10-25 11:02,①挂空,2722.51,1,2722.51,3.32,0.12,3.58,0.13,0,0.00,484.9,4.85
390,空头出场,2024-10-28 06:02,✅移动止盈,2729.91,1,2730.31,0.4,0.01,1,0.04,0,0.00,485.3,4.85
390,空头进场,2024-10-28 05:02,①挂空,2730.31,1,2730.31,0.4,0.01,1,0.04,0,0.00,485.3,4.85
391,空头出场,2024-10-28 12:02,✅移动止盈,2729.8,1,2730.31,0.51,0.02,1.86,0.07,0,0.00,485.81,4.86
391,空头进场,2024-10-28 11:02,①挂空,2730.31,1,2730.31,0.51,0.02,1.86,0.07,0,0.00,485.81,4.86
392,多头出场,2024-10-30 09:02,✅移动止盈,2781.23,1,2747.75,33.48,1.22,42.08,1.53,-1.41,-0.05,519.29,5.19
392,多头进场,2024-10-29 03:02,①挂多,2747.75,1,2747.75,33.48,1.22,42.08,1.53,-1.41,-0.05,519.29,5.19
393,多头出场,2024-10-31 15:02,❌止损,2769.12,1,2786.51,-17.39,-0.62,3.59,0.13,-17.39,-0.62,501.9,5.02
393,多头进场,2024-10-30 18:02,①挂多,2786.51,1,2786.51,-17.39,-0.62,3.59,0.13,-17.39,-0.62,501.9,5.02
394,空头出场,2024-11-04 02:02,✅移动止盈,2739.2,1,2731.59,-7.61,-0.28,1.04,0.04,-8.76,-0.32,494.29,4.94
394,空头进场,2024-11-04 01:02,①挂空,2731.59,1,2731.59,-7.61,-0.28,1.04,0.04,-8.76,-0.32,494.29,4.94
395,空头出场,2024-11-06 04:02,✅移动止盈,2746.83,1,2733.08,-13.75,-0.50,0.37,0.01,-16.65,-0.61,480.54,4.81
395,空头进场,2024-11-06 03:02,①挂空,2733.08,1,2733.08,-13.75,-0.50,0.37,0.01,-16.65,-0.61,480.54,4.81
396,空头出场,2024-11-06 06:02,✅移动止盈,2734.22,1,2733.08,-1.14,-0.04,2.36,0.09,-10.42,-0.38,479.4,4.79
396,空头进场,2024-11-06 05:02,①挂空,2733.08,1,2733.08,-1.14,-0.04,2.36,0.09,-10.42,-0.38,479.4,4.79
397,空头出场,2024-11-06 09:02,✅移动止盈,2711.47,1,2733.08,21.61,0.79,31.58,1.16,0,0.00,501.01,5.01
397,空头进场,2024-11-06 08:02,①挂空,2733.08,1,2733.08,21.61,0.79,31.58,1.16,0,0.00,501.01,5.01
398,空头出场,2024-11-06 15:02,✅移动止盈,2690.15,1,2701.5,11.35,0.42,12.36,0.46,0,0.00,512.36,5.12
398,空头进场,2024-11-06 14:02,①挂空,2701.5,1,2701.5,11.35,0.42,12.36,0.46,0,0.00,512.36,5.12
399,空头出场,2024-11-07 05:02,✅移动止盈,2658.06,1,2652.41,-5.65,-0.21,1.21,0.05,-5.75,-0.22,506.71,5.07
399,空头进场,2024-11-07 04:02,①挂空,2652.41,1,2652.41,-5.65,-0.21,1.21,0.05,-5.75,-0.22,506.71,5.07
400,空头出场,2024-11-11 04:02,✅移动止盈,2672.19,1,2680.34,8.15,0.30,8.41,0.31,0,0.00,514.86,5.15
400,空头进场,2024-11-11 03:02,①挂空,2680.34,1,2680.34,8.15,0.30,8.41,0.31,0,0.00,514.86,5.15
401,空头出场,2024-11-12 08:02,✅移动止盈,2605.41,1,2610.71,5.3,0.20,5.57,0.21,0,0.00,520.16,5.20
401,空头进场,2024-11-12 07:02,①挂空,2610.71,1,2610.71,5.3,0.20,5.57,0.21,0,0.00,520.16,5.20
402,多头出场,2024-11-14 01:02,❌止损,2571.93,1,2617.11,-45.18,-1.73,1.7,0.06,-45.18,-1.73,474.98,4.75
402,多头进场,2024-11-13 15:02,①挂多,2617.11,1,2617.11,-45.18,-1.73,1.7,0.06,-45.18,-1.73,474.98,4.75
403,多头出场,2024-11-18 08:02,✅移动止盈,2583.51,1,2565.31,18.2,0.71,31.92,1.24,-10.8,-0.42,493.18,4.93
403,多头进场,2024-11-14 16:02,①挂多,2565.31,1,2565.31,18.2,0.71,31.92,1.24,-10.8,-0.42,493.18,4.93
404,多头出场,2024-11-22 13:02,✅移动止盈,2697.71,1,2673.54,24.17,0.90,36.59,1.37,0,0.00,517.35,5.17
404,多头进场,2024-11-22 02:02,①挂多,2673.54,1,2673.54,24.17,0.90,36.59,1.37,0,0.00,517.35,5.17
405,空头出场,2024-11-22 17:02,✅移动止盈,2696.24,1,2692.85,-3.39,-0.13,8.38,0.31,-3.69,-0.14,513.96,5.14
405,空头进场,2024-11-22 16:02,①挂空,2692.85,1,2692.85,-3.39,-0.13,8.38,0.31,-3.69,-0.14,513.96,5.14
406,多头出场,2024-11-25 05:02,❌止损,2685.31,1,2710.13,-24.82,-0.92,11.25,0.42,-24.82,-0.92,489.14,4.89
406,多头进场,2024-11-22 20:02,①挂多,2710.13,1,2710.13,-24.82,-0.92,11.25,0.42,-24.82,-0.92,489.14,4.89
407,空头出场,2024-11-26 02:02,✅移动止盈,2619.19,1,2658.26,39.07,1.47,52.98,1.99,0,0.00,528.21,5.28
407,空头进场,2024-11-25 16:02,①挂空,2658.26,1,2658.26,39.07,1.47,52.98,1.99,0,0.00,528.21,5.28
408,多头出场,2024-11-29 21:02,✅移动止盈,2649.99,1,2641.96,8.03,0.30,24.29,0.92,-21.01,-0.80,536.24,5.36
408,多头进场,2024-11-27 07:02,①挂多,2641.96,1,2641.96,8.03,0.30,24.29,0.92,-21.01,-0.80,536.24,5.36
409,多头出场,2024-12-09 21:02,✅移动止盈,2660.84,1,2651.65,9.19,0.35,24.77,0.93,-38.23,-1.44,545.43,5.45
409,多头进场,2024-12-03 15:02,①挂多,2651.65,1,2651.65,9.19,0.35,24.77,0.93,-38.23,-1.44,545.43,5.45
410,多头出场,2024-12-12 03:02,✅移动止盈,2712.42,1,2698.1,14.32,0.53,28.06,1.04,-7.52,-0.28,559.75,5.60
410,多头进场,2024-12-11 12:02,①挂多,2698.1,1,2698.1,14.32,0.53,28.06,1.04,-7.52,-0.28,559.75,5.60
411,空头出场,2024-12-13 11:02,✅移动止盈,2675.62,1,2679.04,3.42,0.13,4.97,0.19,0,0.00,563.17,5.63
411,空头进场,2024-12-13 10:02,①挂空,2679.04,1,2679.04,3.42,0.13,4.97,0.19,0,0.00,563.17,5.63
412,空头出场,2024-12-13 21:02,✅移动止盈,2654.04,1,2654.8,0.76,0.03,2.53,0.10,0,0.00,563.93,5.64
412,空头进场,2024-12-13 20:02,①挂空,2654.8,1,2654.8,0.76,0.03,2.53,0.10,0,0.00,563.93,5.64
413,空头出场,2024-12-17 09:02,✅移动止盈,2649.29,1,2648.58,-0.71,-0.03,2.13,0.08,-0.72,-0.03,563.22,5.63
413,空头进场,2024-12-17 08:02,①挂空,2648.58,1,2648.58,-0.71,-0.03,2.13,0.08,-0.72,-0.03,563.22,5.63
414,空头出场,2024-12-17 11:02,✅移动止盈,2644.95,1,2648.58,3.63,0.14,6.85,0.26,0,0.00,566.85,5.67
414,空头进场,2024-12-17 10:02,①挂空,2648.58,1,2648.58,3.63,0.14,6.85,0.26,0,0.00,566.85,5.67
415,空头出场,2024-12-18 21:02,✅移动止盈,2630.55,1,2633.13,2.58,0.10,5.76,0.22,0,0.00,569.43,5.69
415,空头进场,2024-12-18 20:02,①挂空,2633.13,1,2633.13,2.58,0.10,5.76,0.22,0,0.00,569.43,5.69
416,多头出场,2025-01-07 16:02,✅移动止盈,2651.71,1,2645.31,6.4,0.24,18.96,0.72,-30.51,-1.15,575.83,5.76
416,多头进场,2025-01-06 13:02,①挂多,2645.31,1,2645.31,6.4,0.24,18.96,0.72,-30.51,-1.15,575.83,5.76
417,多头出场,2025-01-10 15:02,✅移动止盈,2671.3,1,2664.27,7.03,0.26,20.82,0.78,-14.79,-0.56,582.86,5.83
417,多头进场,2025-01-08 16:02,①挂多,2664.27,1,2664.27,7.03,0.26,20.82,0.78,-14.79,-0.56,582.86,5.83
418,多头出场,2025-01-15 16:02,✅移动止盈,2685.62,1,2674.36,11.26,0.42,21.6,0.81,-5.09,-0.19,594.12,5.94
418,多头进场,2025-01-14 21:02,①挂多,2674.36,1,2674.36,11.26,0.42,21.6,0.81,-5.09,-0.19,594.12,5.94
419,多头出场,2025-01-16 14:02,✅移动止盈,2702.11,1,2695.96,6.15,0.23,15.3,0.57,-5.99,-0.22,600.27,6.00
419,多头进场,2025-01-15 22:02,①挂多,2695.96,1,2695.96,6.15,0.23,15.3,0.57,-5.99,-0.22,600.27,6.00
420,空头出场,2025-01-17 23:02,✅移动止盈,2700.65,1,2700.21,-0.44,-0.02,0.31,0.01,-4.1,-0.15,599.83,6.00
420,空头进场,2025-01-17 22:02,①挂空,2700.21,1,2700.21,-0.44,-0.02,0.31,0.01,-4.1,-0.15,599.83,6.00
421,多头出场,2025-01-21 08:02,✅移动止盈,2724.2,1,2713.69,10.51,0.39,15.51,0.57,0,0.00,610.34,6.10
421,多头进场,2025-01-21 03:02,①挂多,2713.69,1,2713.69,10.51,0.39,15.51,0.57,0,0.00,610.34,6.10
422,多头出场,2025-01-22 08:02,✅移动止盈,2748.5,1,2732.89,15.61,0.57,25.77,0.94,0,0.00,625.95,6.26
422,多头进场,2025-01-21 16:02,①挂多,2732.89,1,2732.89,15.61,0.57,25.77,0.94,0,0.00,625.95,6.26
423,多头出场,2025-01-23 15:02,❌止损,2740.83,1,2758.66,-17.83,-0.65,4.74,0.17,-17.83,-0.65,608.12,6.08
423,多头进场,2025-01-22 11:02,①挂多,2758.66,1,2758.66,-17.83,-0.65,4.74,0.17,-17.83,-0.65,608.12,6.08
424,空头出场,2025-01-24 11:02,✅移动止盈,2773.66,1,2770.57,-3.09,-0.11,0.49,0.02,-4.85,-0.18,605.03,6.05
424,空头进场,2025-01-24 10:02,①挂空,2770.57,1,2770.57,-3.09,-0.11,0.49,0.02,-4.85,-0.18,605.03,6.05
425,空头出场,2025-01-27 17:02,✅移动止盈,2746.63,1,2747.39,0.76,0.03,2.29,0.08,0,0.00,605.79,6.06
425,空头进场,2025-01-27 16:02,①挂空,2747.39,1,2747.39,0.76,0.03,2.29,0.08,0,0.00,605.79,6.06
426,多头出场,2025-01-29 08:02,✅移动止盈,2759.28,1,2745.23,14.05,0.51,20.97,0.76,-4.13,-0.15,619.84,6.20
426,多头进场,2025-01-28 12:02,①挂多,2745.23,1,2745.23,14.05,0.51,20.97,0.76,-4.13,-0.15,619.84,6.20
427,空头出场,2025-01-29 15:02,✅移动止盈,2757.97,1,2757.43,-0.54,-0.02,1.85,0.07,-0.54,-0.02,619.3,6.19
427,空头进场,2025-01-29 14:02,①挂空,2757.43,1,2757.43,-0.54,-0.02,1.85,0.07,-0.54,-0.02,619.3,6.19
428,多头出场,2025-01-30 19:02,✅移动止盈,2789.64,1,2761.13,28.51,1.03,37.32,1.35,-2.36,-0.09,647.81,6.48
428,多头进场,2025-01-30 02:02,①挂多,2761.13,1,2761.13,28.51,1.03,37.32,1.35,-2.36,-0.09,647.81,6.48
429,空头出场,2025-02-03 02:02,✅移动止盈,2793.51,1,2791.08,-2.43,-0.09,6.25,0.22,-2.44,-0.09,645.38,6.45
429,空头进场,2025-02-03 01:02,①挂空,2791.08,1,2791.08,-2.43,-0.09,6.25,0.22,-2.44,-0.09,645.38,6.45
430,多头出场,2025-02-03 17:02,✅移动止盈,2814.52,1,2804.27,10.25,0.37,26.5,0.94,0,0.00,655.63,6.56
430,多头进场,2025-02-03 14:02,①挂多,2804.27,1,2804.27,10.25,0.37,26.5,0.94,0,0.00,655.63,6.56
431,空头出场,2025-02-04 09:02,✅移动止盈,2813.16,1,2813.04,-0.12,0.00,2.17,0.08,-0.13,0.00,655.51,6.56
431,空头进场,2025-02-04 08:02,①挂空,2813.04,1,2813.04,-0.12,0.00,2.17,0.08,-0.13,0.00,655.51,6.56
432,多头出场,2025-02-05 18:02,✅移动止盈,2866.31,1,2845.39,20.92,0.74,36.88,1.30,0,0.00,676.43,6.76
432,多头进场,2025-02-05 04:02,①挂多,2845.39,1,2845.39,20.92,0.74,36.88,1.30,0,0.00,676.43,6.76
433,空头出场,2025-02-06 17:02,✅移动止盈,2839.67,1,2848.83,9.16,0.32,10.95,0.38,0,0.00,685.59,6.86
433,空头进场,2025-02-06 16:02,①挂空,2848.83,1,2848.83,9.16,0.32,10.95,0.38,0,0.00,685.59,6.86
434,多头出场,2025-02-11 04:02,✅移动止盈,2925.03,1,2872.35,52.68,1.83,70.36,2.45,-18.91,-0.66,738.27,7.38
434,多头进场,2025-02-07 16:02,①挂多,2872.35,1,2872.35,52.68,1.83,70.36,2.45,-18.91,-0.66,738.27,7.38
435,空头出场,2025-02-11 11:02,✅移动止盈,2905.25,1,2905.98,0.73,0.03,1.02,0.04,0,0.00,739,7.39
