交易 #,类型,日期和时间,信号,价格 USD,仓位大小（数量）,仓位大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
1,多头出场,2022-01-05 12:02,✅移动止盈,1818.03,1,1816.75,1.28,0.07,3.41,0.19,-0.42,-0.02,1.28,0.01
1,多头进场,2022-01-05 11:02,①挂多,1816.75,1,1816.75,1.28,0.07,3.41,0.19,-0.42,-0.02,1.28,0.01
2,空头出场,2022-01-05 22:02,✅移动止盈,1812.54,1,1814.99,2.45,0.13,2.78,0.15,0,0.00,3.73,0.04
2,空头进场,2022-01-05 21:02,①挂空,1814.99,1,1814.99,2.45,0.13,2.78,0.15,0,0.00,3.73,0.04
3,空头出场,2022-01-06 22:02,✅移动止盈,1788.05,1,1786.87,-1.18,-0.07,0.42,0.02,-1.24,-0.07,2.55,0.03
3,空头进场,2022-01-06 21:02,①挂空,1786.87,1,1786.87,-1.18,-0.07,0.42,0.02,-1.24,-0.07,2.55,0.03
4,空头出场,2022-01-07 18:02,✅移动止盈,1790.97,1,1786.87,-4.1,-0.23,0.33,0.02,-4.12,-0.23,-1.55,-0.02
4,空头进场,2022-01-07 17:02,①挂空,1786.87,1,1786.87,-4.1,-0.23,0.33,0.02,-4.12,-0.23,-1.55,-0.02
5,多头出场,2022-01-13 17:02,✅移动止盈,1813.63,1,1807.15,6.48,0.36,21.03,1.16,-5.35,-0.30,4.93,0.05
5,多头进场,2022-01-11 05:02,①挂多,1807.15,1,1807.15,6.48,0.36,21.03,1.16,-5.35,-0.30,4.93,0.05
6,空头出场,2022-01-14 17:02,✅移动止盈,1824.05,1,1819.62,-4.43,-0.24,0.38,0.02,-4.43,-0.24,0.5,0.01
6,空头进场,2022-01-14 16:02,①挂空,1819.62,1,1819.62,-4.43,-0.24,0.38,0.02,-4.43,-0.24,0.5,0.01
7,空头出场,2022-01-14 19:02,✅移动止盈,1818.52,1,1819.62,1.1,0.06,1.82,0.10,0,0.00,1.6,0.02
7,空头进场,2022-01-14 18:02,①挂空,1819.62,1,1819.62,1.1,0.06,1.82,0.10,0,0.00,1.6,0.02
8,多头出场,2022-01-20 11:02,✅移动止盈,1837.67,1,1820.12,17.55,0.96,23.95,1.32,0,0.00,19.15,0.19
8,多头进场,2022-01-19 15:02,①挂多,1820.12,1,1820.12,17.55,0.96,23.95,1.32,0,0.00,19.15,0.19
9,多头出场,2022-01-26 21:02,❌止损,1819.77,1,1843.22,-23.45,-1.27,10.66,0.58,-23.45,-1.27,-4.3,-0.04
9,多头进场,2022-01-24 11:02,①挂多,1843.22,1,1843.22,-23.45,-1.27,10.66,0.58,-23.45,-1.27,-4.3,-0.04
10,空头出场,2022-01-28 12:02,✅移动止盈,1791.49,1,1791.82,0.33,0.02,1.91,0.11,0,0.00,-3.97,-0.04
10,空头进场,2022-01-28 11:02,①挂空,1791.82,1,1791.82,0.33,0.02,1.91,0.11,0,0.00,-3.97,-0.04
11,多头出场,2022-02-01 16:02,✅移动止盈,1801.17,1,1793.03,8.14,0.45,15.75,0.88,-3.5,-0.20,4.17,0.04
11,多头进场,2022-01-31 13:02,①挂多,1793.03,1,1793.03,8.14,0.45,15.75,0.88,-3.5,-0.20,4.17,0.04
12,空头出场,2022-02-02 06:02,✅移动止盈,1797.77,1,1797.79,0.02,0.00,0.46,0.03,0,0.00,4.19,0.04
12,空头进场,2022-02-02 05:02,①挂空,1797.79,1,1797.79,0.02,0.00,0.46,0.03,0,0.00,4.19,0.04
13,多头出场,2022-02-10 15:02,✅移动止盈,1825.78,1,1807.62,18.16,1.00,29.59,1.64,-15.43,-0.85,22.35,0.22
13,多头进场,2022-02-04 06:02,①挂多,1807.62,1,1807.62,18.16,1.00,29.59,1.64,-15.43,-0.85,22.35,0.22
14,空头出场,2022-02-14 05:02,✅移动止盈,1854.74,1,1855.32,0.58,0.03,1.37,0.07,0,0.00,22.93,0.23
14,空头进场,2022-02-14 04:02,①挂空,1855.32,1,1855.32,0.58,0.03,1.37,0.07,0,0.00,22.93,0.23
15,多头出场,2022-02-14 18:02,✅移动止盈,1867.47,1,1858.49,8.98,0.48,12.53,0.67,0,0.00,31.91,0.32
15,多头进场,2022-02-14 15:02,①挂多,1858.49,1,1858.49,8.98,0.48,12.53,0.67,0,0.00,31.91,0.32
16,多头出场,2022-02-18 03:02,✅移动止盈,1897.96,1,1894.62,3.34,0.18,7.87,0.42,-2.3,-0.12,35.25,0.35
16,多头进场,2022-02-17 17:02,①挂多,1894.62,1,1894.62,3.34,0.18,7.87,0.42,-2.3,-0.12,35.25,0.35
17,多头出场,2022-02-22 02:02,✅移动止盈,1908.15,1,1905.1,3.05,0.16,8.92,0.47,-17.44,-0.92,38.3,0.38
17,多头进场,2022-02-21 01:02,①挂多,1905.1,1,1905.1,3.05,0.16,8.92,0.47,-17.44,-0.92,38.3,0.38
18,空头出场,2022-02-22 11:02,✅移动止盈,1899.74,1,1905.31,5.57,0.29,9.52,0.50,0,0.00,43.87,0.44
18,空头进场,2022-02-22 10:02,①挂空,1905.31,1,1905.31,5.57,0.29,9.52,0.50,0,0.00,43.87,0.44
19,多头出场,2022-02-24 13:02,✅移动止盈,1962.7,1,1913.42,49.28,2.58,60.99,3.19,-3.29,-0.17,93.15,0.93
19,多头进场,2022-02-24 02:02,①挂多,1913.42,1,1913.42,49.28,2.58,60.99,3.19,-3.29,-0.17,93.15,0.93
20,多头出场,2022-03-07 15:02,✅移动止盈,1973.82,1,1926.92,46.9,2.43,75.68,3.93,-35.96,-1.87,140.05,1.40
20,多头进场,2022-02-28 01:02,①挂多,1926.92,1,1926.92,46.9,2.43,75.68,3.93,-35.96,-1.87,140.05,1.40
21,多头出场,2022-03-08 18:02,✅移动止盈,2045.16,1,2020.91,24.25,1.20,48.99,2.42,0,0.00,164.3,1.64
21,多头进场,2022-03-08 16:02,①挂多,2020.91,1,2020.91,24.25,1.20,48.99,2.42,0,0.00,164.3,1.64
22,空头出场,2022-03-09 12:02,✅移动止盈,2014.45,1,2021.25,6.8,0.34,6.88,0.34,0,0.00,171.1,1.71
22,空头进场,2022-03-09 11:02,①挂空,2021.25,1,2021.25,6.8,0.34,6.88,0.34,0,0.00,171.1,1.71
23,多头出场,2022-03-10 15:02,✅移动止盈,2000.6,1,1988.98,11.62,0.58,20.18,1.01,0,0.00,182.72,1.83
23,多头进场,2022-03-10 12:02,①挂多,1988.98,1,1988.98,11.62,0.58,20.18,1.01,0,0.00,182.72,1.83
24,空头出场,2022-03-14 14:02,✅移动止盈,1965.8,1,1958.71,-7.09,-0.36,3.99,0.20,-7.1,-0.36,175.63,1.76
24,空头进场,2022-03-14 13:02,①挂空,1958.71,1,1958.71,-7.09,-0.36,3.99,0.20,-7.1,-0.36,175.63,1.76
25,空头出场,2022-03-14 16:02,✅移动止盈,1957.4,1,1958.71,1.31,0.07,9.05,0.46,0,0.00,176.94,1.77
25,空头进场,2022-03-14 15:02,①挂空,1958.71,1,1958.71,1.31,0.07,9.05,0.46,0,0.00,176.94,1.77
26,空头出场,2022-03-15 02:02,✅移动止盈,1947.64,1,1949.66,2.02,0.10,4.31,0.22,0,0.00,178.96,1.79
26,空头进场,2022-03-15 01:02,①挂空,1949.66,1,1949.66,2.02,0.10,4.31,0.22,0,0.00,178.96,1.79
27,多头出场,2022-03-16 16:02,❌止损,1907.05,1,1928.84,-21.79,-1.13,1.01,0.05,-21.79,-1.13,157.17,1.57
27,多头进场,2022-03-15 19:02,①挂多,1928.84,1,1928.84,-21.79,-1.13,1.01,0.05,-21.79,-1.13,157.17,1.57
28,空头出场,2022-03-18 16:02,✅移动止盈,1933.93,1,1926.47,-7.46,-0.39,4.78,0.25,-7.46,-0.39,149.71,1.50
28,空头进场,2022-03-18 15:02,①挂空,1926.47,1,1926.47,-7.46,-0.39,4.78,0.25,-7.46,-0.39,149.71,1.50
29,空头出场,2022-03-18 19:02,✅移动止盈,1928.93,1,1926.47,-2.46,-0.13,0.16,0.01,-2.48,-0.13,147.25,1.47
29,空头进场,2022-03-18 18:02,①挂空,1926.47,1,1926.47,-2.46,-0.13,0.16,0.01,-2.48,-0.13,147.25,1.47
30,空头出场,2022-03-21 15:02,①挂多,1928.69,1,1918.22,-10.47,-0.55,0.24,0.01,-10.47,-0.55,136.78,1.37
30,空头进场,2022-03-21 15:02,①挂空,1918.22,1,1918.22,-10.47,-0.55,0.24,0.01,-10.47,-0.55,136.78,1.37
31,空头出场,2022-03-22 17:02,✅移动止盈,1916.26,1,1917.98,1.72,0.09,7.25,0.38,0,0.00,138.5,1.39
31,空头进场,2022-03-22 16:02,①挂空,1917.98,1,1917.98,1.72,0.09,7.25,0.38,0,0.00,138.5,1.39
32,空头出场,2022-03-23 03:02,✅移动止盈,1920.06,1,1917.98,-2.08,-0.11,2.48,0.13,-2.09,-0.11,136.42,1.36
32,空头进场,2022-03-23 02:02,①挂空,1917.98,1,1917.98,-2.08,-0.11,2.48,0.13,-2.09,-0.11,136.42,1.36
33,多头出场,2022-03-24 14:02,✅移动止盈,1943.72,1,1937.48,6.24,0.32,20.44,1.05,-0.26,-0.01,142.66,1.43
33,多头进场,2022-03-23 19:02,①挂多,1937.48,1,1937.48,6.24,0.32,20.44,1.05,-0.26,-0.01,142.66,1.43
34,空头出场,2022-03-25 09:02,✅移动止盈,1956.03,1,1956.21,0.18,0.01,0.73,0.04,0,0.00,142.84,1.43
34,空头进场,2022-03-25 08:02,①挂空,1956.21,1,1956.21,0.18,0.01,0.73,0.04,0,0.00,142.84,1.43
35,空头出场,2022-03-25 16:02,✅移动止盈,1948.79,1,1953.21,4.42,0.23,10.11,0.52,0,0.00,147.26,1.47
35,空头进场,2022-03-25 15:02,①挂空,1953.21,1,1953.21,4.42,0.23,10.11,0.52,0,0.00,147.26,1.47
36,空头出场,2022-03-25 20:02,✅移动止盈,1953.66,1,1953.21,-0.45,-0.02,1.5,0.08,-0.46,-0.02,146.81,1.47
36,空头进场,2022-03-25 19:02,①挂空,1953.21,1,1953.21,-0.45,-0.02,1.5,0.08,-0.46,-0.02,146.81,1.47
37,空头出场,2022-03-28 23:02,✅移动止盈,1919.7,1,1925.41,5.71,0.30,8.4,0.44,0,0.00,152.52,1.53
37,空头进场,2022-03-28 22:02,①挂空,1925.41,1,1925.41,5.71,0.30,8.4,0.44,0,0.00,152.52,1.53
38,多头出场,2022-04-11 17:02,✅移动止盈,1947.53,1,1925.12,22.41,1.16,44.62,2.32,-10.02,-0.52,174.93,1.75
38,多头进场,2022-03-30 05:02,①挂多,1925.12,1,1925.12,22.41,1.16,44.62,2.32,-10.02,-0.52,174.93,1.75
39,多头出场,2022-04-18 17:02,✅移动止盈,1986.93,1,1978.58,8.35,0.42,19.77,1.00,-18.03,-0.91,183.28,1.83
39,多头进场,2022-04-13 12:02,①挂多,1978.58,1,1978.58,8.35,0.42,19.77,1.00,-18.03,-0.91,183.28,1.83
40,多头出场,2022-04-19 15:02,❌止损,1968.9,1,1978.79,-9.89,-0.50,3.18,0.16,-9.89,-0.50,173.39,1.73
40,多头进场,2022-04-19 11:02,①挂多,1978.79,1,1978.79,-9.89,-0.50,3.18,0.16,-9.89,-0.50,173.39,1.73
41,空头出场,2022-04-20 07:02,✅移动止盈,1942.9,1,1943.68,0.78,0.04,1.02,0.05,0,0.00,174.17,1.74
41,空头进场,2022-04-20 06:02,①挂空,1943.68,1,1943.68,0.78,0.04,1.02,0.05,0,0.00,174.17,1.74
42,多头出场,2022-04-22 13:02,❌止损,1932.94,1,1955.11,-22.17,-1.13,3.19,0.16,-22.17,-1.13,152,1.52
42,多头进场,2022-04-20 22:02,①挂多,1955.11,1,1955.11,-22.17,-1.13,3.19,0.16,-22.17,-1.13,152,1.52
43,多头出场,2022-04-26 09:02,✅移动止盈,1903.34,1,1900.47,2.87,0.15,6.98,0.37,-3.32,-0.17,154.87,1.55
43,多头进场,2022-04-25 21:02,①挂多,1900.47,1,1900.47,2.87,0.15,6.98,0.37,-3.32,-0.17,154.87,1.55
44,多头出场,2022-04-27 11:02,❌止损,1895.4,1,1907.45,-12.05,-0.63,3.74,0.20,-12.05,-0.63,142.82,1.43
44,多头进场,2022-04-26 14:02,①挂多,1907.45,1,1907.45,-12.05,-0.63,3.74,0.20,-12.05,-0.63,142.82,1.43
45,空头出场,2022-04-27 23:02,✅移动止盈,1885.71,1,1885.19,-0.52,-0.03,0.03,0.00,-2.88,-0.15,142.3,1.42
45,空头进场,2022-04-27 22:02,①挂空,1885.19,1,1885.19,-0.52,-0.03,0.03,0.00,-2.88,-0.15,142.3,1.42
46,多头出场,2022-04-29 05:02,✅移动止盈,1899.26,1,1891.76,7.5,0.40,14.1,0.75,-8.55,-0.45,149.8,1.50
46,多头进场,2022-04-28 16:02,①挂多,1891.76,1,1891.76,7.5,0.40,14.1,0.75,-8.55,-0.45,149.8,1.50
47,空头出场,2022-05-03 11:02,✅移动止盈,1856.14,1,1854.47,-1.67,-0.09,1.01,0.05,-1.8,-0.10,148.13,1.48
47,空头进场,2022-05-03 10:02,①挂空,1854.47,1,1854.47,-1.67,-0.09,1.01,0.05,-1.8,-0.10,148.13,1.48
48,多头出场,2022-05-12 19:02,❌止损,1825.55,1,1887.7,-62.15,-3.29,22.09,1.17,-62.15,-3.29,85.98,0.86
48,多头进场,2022-05-04 21:02,①挂多,1887.7,1,1887.7,-62.15,-3.29,22.09,1.17,-62.15,-3.29,85.98,0.86
49,空头出场,2022-05-16 11:02,✅移动止盈,1794.99,1,1799.16,4.17,0.23,12.37,0.69,0,0.00,90.15,0.90
49,空头进场,2022-05-16 10:02,①挂空,1799.16,1,1799.16,4.17,0.23,12.37,0.69,0,0.00,90.15,0.90
50,空头出场,2022-05-16 13:02,✅移动止盈,1800.21,1,1799.16,-1.05,-0.06,0.8,0.04,-8.18,-0.45,89.1,0.89
50,空头进场,2022-05-16 12:02,①挂空,1799.16,1,1799.16,-1.05,-0.06,0.8,0.04,-8.18,-0.45,89.1,0.89
51,多头出场,2022-05-17 16:02,✅移动止盈,1824.58,1,1818.42,6.16,0.34,17.69,0.97,0,0.00,95.26,0.95
51,多头进场,2022-05-16 21:02,①挂多,1818.42,1,1818.42,6.16,0.34,17.69,0.97,0,0.00,95.26,0.95
52,多头出场,2022-05-18 19:02,✅移动止盈,1820.32,1,1817.26,3.06,0.17,7.44,0.41,-9.87,-0.54,98.32,0.98
52,多头进场,2022-05-18 12:02,①挂多,1817.26,1,1817.26,3.06,0.17,7.44,0.41,-9.87,-0.54,98.32,0.98
53,多头出场,2022-05-25 09:02,✅移动止盈,1856.07,1,1849.15,6.92,0.37,20.55,1.11,-16.77,-0.91,105.24,1.05
53,多头进场,2022-05-20 10:02,①挂多,1849.15,1,1849.15,6.92,0.37,20.55,1.11,-16.77,-0.91,105.24,1.05
54,空头出场,2022-05-26 15:02,✅移动止盈,1846.99,1,1841.99,-5,-0.27,1.29,0.07,-5,-0.27,100.24,1.00
54,空头进场,2022-05-26 14:02,①挂空,1841.99,1,1841.99,-5,-0.27,1.29,0.07,-5,-0.27,100.24,1.00
55,空头出场,2022-05-26 17:02,✅移动止盈,1849.21,1,1841.99,-7.22,-0.39,0.61,0.03,-7.97,-0.43,93.02,0.93
55,空头进场,2022-05-26 16:02,①挂空,1841.99,1,1841.99,-7.22,-0.39,0.61,0.03,-7.97,-0.43,93.02,0.93
56,多头出场,2022-06-13 17:02,❌止损,1825.01,1,1863.38,-38.37,-2.06,15.66,0.84,-38.37,-2.06,54.65,0.55
56,多头进场,2022-05-30 09:02,①挂多,1863.38,1,1863.38,-38.37,-2.06,15.66,0.84,-38.37,-2.06,54.65,0.55
57,空头出场,2022-06-14 19:02,✅移动止盈,1810.04,1,1810.21,0.17,0.01,0.79,0.04,0,0.00,54.82,0.55
57,空头进场,2022-06-14 18:02,①挂空,1810.21,1,1810.21,0.17,0.01,0.79,0.04,0,0.00,54.82,0.55
58,多头出场,2022-06-17 05:02,✅移动止盈,1843.97,1,1836.51,7.46,0.41,21.02,1.14,-20.71,-1.13,62.28,0.62
58,多头进场,2022-06-15 21:02,①挂多,1836.51,1,1836.51,7.46,0.41,21.02,1.14,-20.71,-1.13,62.28,0.62
59,空头出场,2022-06-21 09:02,✅移动止盈,1834.98,1,1835.16,0.18,0.01,1.42,0.08,0,0.00,62.46,0.62
59,空头进场,2022-06-21 08:02,①挂空,1835.16,1,1835.16,0.18,0.01,1.42,0.08,0,0.00,62.46,0.62
60,空头出场,2022-06-21 15:02,✅移动止盈,1833.13,1,1832.64,-0.49,-0.03,1.83,0.10,-0.5,-0.03,61.97,0.62
60,空头进场,2022-06-21 14:02,①挂空,1832.64,1,1832.64,-0.49,-0.03,1.83,0.10,-0.5,-0.03,61.97,0.62
61,多头出场,2022-06-21 22:02,❌止损,1829.1,1,1839.34,-10.24,-0.56,4.29,0.23,-10.24,-0.56,51.73,0.52
61,多头进场,2022-06-21 16:02,①挂多,1839.34,1,1839.34,-10.24,-0.56,4.29,0.23,-10.24,-0.56,51.73,0.52
62,空头出场,2022-06-23 04:02,✅移动止盈,1836.48,1,1835.45,-1.03,-0.06,0.5,0.03,-1.04,-0.06,50.7,0.51
62,空头进场,2022-06-23 03:02,①挂空,1835.45,1,1835.45,-1.03,-0.06,0.5,0.03,-1.04,-0.06,50.7,0.51
63,空头出场,2022-06-23 13:02,✅移动止盈,1830.15,1,1831.1,0.95,0.05,1.26,0.07,0,0.00,51.65,0.52
63,空头进场,2022-06-23 12:02,①挂空,1831.1,1,1831.1,0.95,0.05,1.26,0.07,0,0.00,51.65,0.52
64,空头出场,2022-06-23 22:02,✅移动止盈,1826.31,1,1823.88,-2.43,-0.13,1.37,0.08,-2.47,-0.14,49.22,0.49
64,空头进场,2022-06-23 21:02,①挂空,1823.88,1,1823.88,-2.43,-0.13,1.37,0.08,-2.47,-0.14,49.22,0.49
65,空头出场,2022-06-24 16:02,✅移动止盈,1818.87,1,1821.49,2.62,0.14,3.14,0.17,0,0.00,51.84,0.52
65,空头进场,2022-06-24 15:02,①挂空,1821.49,1,1821.49,2.62,0.14,3.14,0.17,0,0.00,51.84,0.52
66,多头出场,2022-06-29 09:02,❌止损,1817.16,1,1835.1,-17.94,-0.98,5.94,0.32,-17.94,-0.98,33.9,0.34
66,多头进场,2022-06-27 01:02,①挂多,1835.1,1,1835.1,-17.94,-0.98,5.94,0.32,-17.94,-0.98,33.9,0.34
67,空头出场,2022-06-30 11:02,✅移动止盈,1815,1,1814.9,-0.1,-0.01,3.15,0.17,-0.1,-0.01,33.8,0.34
67,空头进场,2022-06-30 10:02,①挂空,1814.9,1,1814.9,-0.1,-0.01,3.15,0.17,-0.1,-0.01,33.8,0.34
68,空头出场,2022-06-30 13:02,✅移动止盈,1812.13,1,1814.9,2.77,0.15,3.78,0.21,0,0.00,36.57,0.37
68,空头进场,2022-06-30 12:02,①挂空,1814.9,1,1814.9,2.77,0.15,3.78,0.21,0,0.00,36.57,0.37
69,空头出场,2022-07-01 07:02,✅移动止盈,1801.49,1,1802.74,1.25,0.07,1.4,0.08,0,0.00,37.82,0.38
69,空头进场,2022-07-01 06:02,①挂空,1802.74,1,1802.74,1.25,0.07,1.4,0.08,0,0.00,37.82,0.38
70,空头出场,2022-07-05 12:02,✅移动止盈,1801.36,1,1803.97,2.61,0.14,3.3,0.18,0,0.00,40.43,0.40
70,空头进场,2022-07-05 11:02,①挂空,1803.97,1,1803.97,2.61,0.14,3.3,0.18,0,0.00,40.43,0.40
71,空头出场,2022-07-06 09:02,✅移动止盈,1765.32,1,1763.88,-1.44,-0.08,0.77,0.04,-1.48,-0.08,38.99,0.39
71,空头进场,2022-07-06 08:02,①挂空,1763.88,1,1763.88,-1.44,-0.08,0.77,0.04,-1.48,-0.08,38.99,0.39
72,空头出场,2022-07-06 13:02,✅移动止盈,1763.61,1,1763.88,0.27,0.02,0.28,0.02,0,0.00,39.26,0.39
72,空头进场,2022-07-06 12:02,①挂空,1763.88,1,1763.88,0.27,0.02,0.28,0.02,0,0.00,39.26,0.39
73,多头出场,2022-07-20 22:02,❌止损,1693.37,1,1714.44,-21.07,-1.23,9.47,0.55,-21.07,-1.23,18.19,0.18
73,多头进场,2022-07-15 05:02,①挂多,1714.44,1,1714.44,-21.07,-1.23,9.47,0.55,-21.07,-1.23,18.19,0.18
74,多头出场,2022-07-22 13:02,✅移动止盈,1722.51,1,1720.18,2.33,0.14,5.53,0.32,0,0.00,20.52,0.21
74,多头进场,2022-07-22 12:02,①挂多,1720.18,1,1720.18,2.33,0.14,5.53,0.32,0,0.00,20.52,0.21
75,多头出场,2022-07-25 13:02,✅移动止盈,1731.75,1,1728.89,2.86,0.17,7.33,0.42,-0.53,-0.03,23.38,0.23
75,多头进场,2022-07-25 11:02,①挂多,1728.89,1,1728.89,2.86,0.17,7.33,0.42,-0.53,-0.03,23.38,0.23
76,空头出场,2022-07-26 18:02,✅移动止盈,1719.16,1,1714.74,-4.42,-0.26,0.32,0.02,-4.44,-0.26,18.96,0.19
76,空头进场,2022-07-26 17:02,①挂空,1714.74,1,1714.74,-4.42,-0.26,0.32,0.02,-4.44,-0.26,18.96,0.19
77,空头出场,2022-07-27 08:02,✅移动止盈,1714.58,1,1714.74,0.16,0.01,1.12,0.07,0,0.00,19.12,0.19
77,空头进场,2022-07-27 07:02,①挂空,1714.74,1,1714.74,0.16,0.01,1.12,0.07,0,0.00,19.12,0.19
78,空头出场,2022-07-27 17:02,✅移动止盈,1714.95,1,1714.74,-0.21,-0.01,3.24,0.19,-0.25,-0.01,18.91,0.19
78,空头进场,2022-07-27 16:02,①挂空,1714.74,1,1714.74,-0.21,-0.01,3.24,0.19,-0.25,-0.01,18.91,0.19
79,多头出场,2022-07-29 12:02,✅移动止盈,1756.84,1,1736.22,20.62,1.19,31.72,1.83,-3.06,-0.18,39.53,0.40
79,多头进场,2022-07-27 21:02,①挂多,1736.22,1,1736.22,20.62,1.19,31.72,1.83,-3.06,-0.18,39.53,0.40
80,多头出场,2022-08-02 05:02,✅移动止盈,1774.09,1,1767.14,6.95,0.39,13.42,0.76,-4.89,-0.28,46.48,0.46
80,多头进场,2022-08-01 10:02,①挂多,1767.14,1,1767.14,6.95,0.39,13.42,0.76,-4.89,-0.28,46.48,0.46
81,空头出场,2022-08-02 12:02,✅移动止盈,1773.1,1,1770.84,-2.26,-0.13,0.4,0.02,-3.44,-0.19,44.22,0.44
81,空头进场,2022-08-02 11:02,①挂空,1770.84,1,1770.84,-2.26,-0.13,0.4,0.02,-3.44,-0.19,44.22,0.44
82,多头出场,2022-08-02 16:02,✅移动止盈,1783.35,1,1780.56,2.79,0.16,7.53,0.42,0,0.00,47.01,0.47
82,多头进场,2022-08-02 15:02,①挂多,1780.56,1,1780.56,2.79,0.16,7.53,0.42,0,0.00,47.01,0.47
83,空头出场,2022-08-02 20:02,✅移动止盈,1776.56,1,1774.64,-1.92,-0.11,1.38,0.08,-1.92,-0.11,45.09,0.45
83,空头进场,2022-08-02 19:02,①挂空,1774.64,1,1774.64,-1.92,-0.11,1.38,0.08,-1.92,-0.11,45.09,0.45
84,多头出场,2022-08-04 16:02,✅移动止盈,1779.3,1,1770.66,8.64,0.49,17.6,0.99,-16.36,-0.92,53.73,0.54
84,多头进场,2022-08-03 15:02,①挂多,1770.66,1,1770.66,8.64,0.49,17.6,0.99,-16.36,-0.92,53.73,0.54
85,多头出场,2022-08-05 15:02,❌止损,1773.71,1,1788.26,-14.55,-0.81,6.68,0.37,-14.55,-0.81,39.18,0.39
85,多头进场,2022-08-04 19:02,①挂多,1788.26,1,1788.26,-14.55,-0.81,6.68,0.37,-14.55,-0.81,39.18,0.39
86,多头出场,2022-08-10 16:02,✅移动止盈,1797,1,1789.25,7.75,0.43,18.67,1.04,-5.99,-0.33,46.93,0.47
86,多头进场,2022-08-08 17:02,①挂多,1789.25,1,1789.25,7.75,0.43,18.67,1.04,-5.99,-0.33,46.93,0.47
87,多头出场,2022-08-11 16:02,✅移动止盈,1795.35,1,1792.5,2.85,0.16,6.77,0.38,0,0.00,49.78,0.50
87,多头进场,2022-08-11 14:02,①挂多,1792.5,1,1792.5,2.85,0.16,6.77,0.38,0,0.00,49.78,0.50
88,多头出场,2022-08-15 04:02,✅移动止盈,1797.05,1,1794.12,2.93,0.16,8.15,0.45,0,0.00,52.71,0.53
88,多头进场,2022-08-12 18:02,①挂多,1794.12,1,1794.12,2.93,0.16,8.15,0.45,0,0.00,52.71,0.53
89,空头出场,2022-08-16 20:02,✅移动止盈,1776.32,1,1773.02,-3.3,-0.19,0.18,0.01,-3.9,-0.22,49.41,0.49
89,空头进场,2022-08-16 19:02,①挂空,1773.02,1,1773.02,-3.3,-0.19,0.18,0.01,-3.9,-0.22,49.41,0.49
90,空头出场,2022-08-17 11:02,✅移动止盈,1773.01,1,1773.02,0.01,0.00,0.32,0.02,-0.08,0.00,49.42,0.49
90,空头进场,2022-08-17 10:02,①挂空,1773.02,1,1773.02,0.01,0.00,0.32,0.02,-0.08,0.00,49.42,0.49
91,空头出场,2022-08-17 13:02,✅移动止盈,1773.4,1,1773.02,-0.38,-0.02,0.42,0.02,-0.38,-0.02,49.04,0.49
91,空头进场,2022-08-17 12:02,①挂空,1773.02,1,1773.02,-0.38,-0.02,0.42,0.02,-0.38,-0.02,49.04,0.49
92,空头出场,2022-08-17 19:02,✅移动止盈,1761.6,1,1764.82,3.22,0.18,3.46,0.20,0,0.00,52.26,0.52
92,空头进场,2022-08-17 18:02,①挂空,1764.82,1,1764.82,3.22,0.18,3.46,0.20,0,0.00,52.26,0.52
93,多头出场,2022-08-19 13:02,❌止损,1751.38,1,1770.26,-18.88,-1.07,2.16,0.12,-18.88,-1.07,33.38,0.33
93,多头进场,2022-08-18 13:02,①挂多,1770.26,1,1770.26,-18.88,-1.07,2.16,0.12,-18.88,-1.07,33.38,0.33
94,多头出场,2022-08-25 16:02,✅移动止盈,1755.93,1,1749.12,6.81,0.39,16.38,0.94,-6.62,-0.38,40.19,0.40
94,多头进场,2022-08-23 16:02,①挂多,1749.12,1,1749.12,6.81,0.39,16.38,0.94,-6.62,-0.38,40.19,0.40
95,空头出场,2022-08-26 11:02,✅移动止盈,1752.66,1,1752.3,-0.36,-0.02,0.48,0.03,-0.36,-0.02,39.83,0.40
95,空头进场,2022-08-26 10:02,①挂空,1752.3,1,1752.3,-0.36,-0.02,0.48,0.03,-0.36,-0.02,39.83,0.40
96,空头出场,2022-08-26 18:02,✅移动止盈,1740.7,1,1743.76,3.06,0.18,4.04,0.23,-12.41,-0.71,42.89,0.43
96,空头进场,2022-08-26 17:02,①挂空,1743.76,1,1743.76,3.06,0.18,4.04,0.23,-12.41,-0.71,42.89,0.43
97,多头出场,2022-08-29 14:02,✅移动止盈,1727.43,1,1725.92,1.51,0.09,3.86,0.22,0,0.00,44.4,0.44
97,多头进场,2022-08-29 13:02,①挂多,1725.92,1,1725.92,1.51,0.09,3.86,0.22,0,0.00,44.4,0.44
98,空头出场,2022-08-30 18:02,✅移动止盈,1724.44,1,1729.05,4.61,0.27,7.84,0.45,0,0.00,49.01,0.49
98,空头进场,2022-08-30 17:02,①挂空,1729.05,1,1729.05,4.61,0.27,7.84,0.45,0,0.00,49.01,0.49
99,空头出场,2022-08-31 11:02,✅移动止盈,1721.5,1,1721.21,-0.29,-0.02,1.49,0.09,-0.31,-0.02,48.72,0.49
99,空头进场,2022-08-31 10:02,①挂空,1721.21,1,1721.21,-0.29,-0.02,1.49,0.09,-0.31,-0.02,48.72,0.49
100,空头出场,2022-09-01 01:02,✅移动止盈,1711.1,1,1709.72,-1.38,-0.08,0.07,0.00,-1.52,-0.09,47.34,0.47
